"GovTrustID","YR","Lib_Dem_Lean_Dem","Cons_Mod_Dem_Lean_Dem","Mod_Lib_Rep_Lean_Rep","Cons_Rep_Lean_Rep","Dem_Lean_Dem","Rep_Lean_Rep","Hispanic","Black","White","Asian"
2326,1998,24,31,24,19,40,30,,29,22,
2327,1998,24,31,24,19,40,30,,26,25,
2328,1998,24,31,24,19,40,30,,,33,
2329,1998,24,31,24,19,40,30,,42,33,
2330,1998,24,31,24,19,40,30,,,36,
2331,1998,24,31,24,19,40,30,,,25,
2332,1998,24,31,24,19,42,28,57,36,38,
2333,1998,24,31,24,19,42,28,,27,26,
2334,1998,24,31,24,19,42,28,,29,22,
2335,1998,24,31,24,19,42,28,,26,25,
2336,1998,24,31,24,19,42,28,,,33,
2337,1998,24,31,24,19,42,28,,42,33,
2338,1998,24,31,24,19,42,28,,,36,
2339,1998,24,31,24,19,42,28,,,25,
2340,1998,24,31,24,19,52,26,57,36,38,
2341,1998,24,31,24,19,52,26,,27,26,
2342,1998,24,31,24,19,52,26,,29,22,
2343,1998,24,31,24,19,52,26,,26,25,
2344,1998,24,31,24,19,52,26,,,33,
2345,1998,24,31,24,19,52,26,,42,33,
2346,1998,24,31,24,19,52,26,,,36,
2347,1998,24,31,24,19,52,26,,,25,
2348,1998,24,31,24,19,31,22,57,36,38,
2349,1998,24,31,24,19,31,22,,27,26,
2350,1998,24,31,24,19,31,22,,29,22,
2351,1998,24,31,24,19,31,22,,26,25,
2352,1998,24,31,24,19,31,22,,,33,
2353,1998,24,31,24,19,31,22,,42,33,
2354,1998,24,31,24,19,31,22,,,36,
2355,1998,24,31,24,19,31,22,,,25,
2356,1997,41,38,31,21,46,32,,39,38,
2357,1997,41,38,31,21,46,32,,31,32,
2358,1997,41,38,31,21,46,32,,15,24,
2359,1997,41,38,31,21,39,25,,39,38,
2360,1997,41,38,31,21,39,25,,31,32,
2361,1997,41,38,31,21,39,25,,15,24,
2362,1997,41,38,31,21,29,20,,39,38,
2363,1997,41,38,31,21,29,20,,31,32,
2364,1997,41,38,31,21,29,20,,15,24,
2365,1997,30,28,25,14,46,32,,39,38,
2366,1997,30,28,25,14,46,32,,31,32,
2367,1997,30,28,25,14,46,32,,15,24,
2368,1997,30,28,25,14,39,25,,39,38,
2369,1997,30,28,25,14,39,25,,31,32,
2370,1997,30,28,25,14,39,25,,15,24,
2371,1997,30,28,25,14,29,20,,39,38,
2372,1997,30,28,25,14,29,20,,31,32,
2373,1997,30,28,25,14,29,20,,15,24,
2374,1996,30,32,21,19,31,20,31,30,24,
2375,1996,30,32,21,19,31,20,,35,32,
2376,1996,30,32,21,19,31,20,,,24,
2377,1996,30,32,21,19,31,20,,,34,
2378,1996,30,32,21,19,40,27,31,30,24,
2379,1996,30,32,21,19,40,27,,35,32,
2380,1996,30,32,21,19,40,27,,,24,
2381,1996,30,32,21,19,40,27,,,34,
2382,1996,30,32,21,19,32,20,31,30,24,
2383,1996,30,32,21,19,32,20,,35,32,
2384,1996,30,32,21,19,32,20,,,24,
2385,1996,30,32,21,19,32,20,,,34,
2386,1996,30,32,21,19,41,35,31,30,24,
2387,1996,30,32,21,19,41,35,,35,32,
2388,1996,30,32,21,19,41,35,,,24,
2389,1996,30,32,21,19,41,35,,,34,
2390,1996,38,39,30,25,31,20,31,30,24,
2391,1996,38,39,30,25,31,20,,35,32,
2392,1996,38,39,30,25,31,20,,,24,
2393,1996,38,39,30,25,31,20,,,34,
2394,1996,38,39,30,25,40,27,31,30,24,
2395,1996,38,39,30,25,40,27,,35,32,
2396,1996,38,39,30,25,40,27,,,24,
2397,1996,38,39,30,25,40,27,,,34,
2398,1996,38,39,30,25,32,20,31,30,24,
2399,1996,38,39,30,25,32,20,,35,32,
2400,1996,38,39,30,25,32,20,,,24,
2401,1996,38,39,30,25,32,20,,,34,
2402,1996,38,39,30,25,41,35,31,30,24,
2403,1996,38,39,30,25,41,35,,35,32,
2404,1996,38,39,30,25,41,35,,,24,
2405,1996,38,39,30,25,41,35,,,34,
2406,1996,25,35,25,18,31,20,31,30,24,
2407,1996,25,35,25,18,31,20,,35,32,
2408,1996,25,35,25,18,31,20,,,24,
2409,1996,25,35,25,18,31,20,,,34,
2410,1996,25,35,25,18,40,27,31,30,24,
2411,1996,25,35,25,18,40,27,,35,32,
2412,1996,25,35,25,18,40,27,,,24,
2413,1996,25,35,25,18,40,27,,,34,
2414,1996,25,35,25,18,32,20,31,30,24,
2415,1996,25,35,25,18,32,20,,35,32,
2416,1996,25,35,25,18,32,20,,,24,
2417,1996,25,35,25,18,32,20,,,34,
2418,1996,25,35,25,18,41,35,31,30,24,
2419,1996,25,35,25,18,41,35,,35,32,
2420,1996,25,35,25,18,41,35,,,24,
2421,1996,25,35,25,18,41,35,,,34,
2422,1996,41,41,39,33,31,20,31,30,24,
2423,1996,41,41,39,33,31,20,,35,32,
2424,1996,41,41,39,33,31,20,,,24,
2425,1996,41,41,39,33,31,20,,,34,
2426,1996,41,41,39,33,40,27,31,30,24,
2427,1996,41,41,39,33,40,27,,35,32,
2428,1996,41,41,39,33,40,27,,,24,
2429,1996,41,41,39,33,40,27,,,34,
2430,1996,41,41,39,33,32,20,31,30,24,
2431,1996,41,41,39,33,32,20,,35,32,
2432,1996,41,41,39,33,32,20,,,24,
2433,1996,41,41,39,33,32,20,,,34,
2434,1996,41,41,39,33,41,35,31,30,24,
2435,1996,41,41,39,33,41,35,,35,32,
2436,1996,41,41,39,33,41,35,,,24,
2437,1996,41,41,39,33,41,35,,,34,
2438,1995,26,27,26,28,27,26,,,26,
2439,1995,26,27,26,28,27,26,,,22,
2440,1995,26,27,26,28,27,26,,24,19,
2441,1995,26,27,26,28,27,26,,27,21,
2442,1995,26,27,26,28,27,26,,20,17,
2443,1995,26,27,26,28,24,21,,,26,
2444,1995,26,27,26,28,24,21,,,22,
2445,1995,26,27,26,28,24,21,,24,19,
2446,1995,26,27,26,28,24,21,,27,21,
2447,1995,26,27,26,28,24,21,,20,17,
2448,1995,26,27,26,28,20,20,,,26,
2449,1995,26,27,26,28,20,20,,,22,
2450,1995,26,27,26,28,20,20,,24,19,
2451,1995,26,27,26,28,20,20,,27,21,
2452,1995,26,27,26,28,20,20,,20,17,
2453,1995,26,27,26,28,27,20,,,26,
2454,1995,26,27,26,28,27,20,,,22,
2455,1995,26,27,26,28,27,20,,24,19,
2456,1995,26,27,26,28,27,20,,27,21,
2457,1995,26,27,26,28,27,20,,20,17,
2458,1995,26,27,26,28,18,19,,,26,
2459,1995,26,27,26,28,18,19,,,22,
2460,1995,26,27,26,28,18,19,,24,19,
2461,1995,26,27,26,28,18,19,,27,21,
2462,1995,26,27,26,28,18,19,,20,17,
2463,1995,16,27,17,25,27,26,,,26,
2464,1995,16,27,17,25,27,26,,,22,
2465,1995,16,27,17,25,27,26,,24,19,
2466,1995,16,27,17,25,27,26,,27,21,
2467,1995,16,27,17,25,27,26,,20,17,
2468,1995,16,27,17,25,24,21,,,26,
2469,1995,16,27,17,25,24,21,,,22,
2470,1995,16,27,17,25,24,21,,24,19,
2471,1995,16,27,17,25,24,21,,27,21,
2472,1995,16,27,17,25,24,21,,20,17,
2473,1995,16,27,17,25,20,20,,,26,
2474,1995,16,27,17,25,20,20,,,22,
2475,1995,16,27,17,25,20,20,,24,19,
2476,1995,16,27,17,25,20,20,,27,21,
2477,1995,16,27,17,25,20,20,,20,17,
2478,1995,16,27,17,25,27,20,,,26,
2479,1995,16,27,17,25,27,20,,,22,
2480,1995,16,27,17,25,27,20,,24,19,
2481,1995,16,27,17,25,27,20,,27,21,
2482,1995,16,27,17,25,27,20,,20,17,
2483,1995,16,27,17,25,18,19,,,26,
2484,1995,16,27,17,25,18,19,,,22,
2485,1995,16,27,17,25,18,19,,24,19,
2486,1995,16,27,17,25,18,19,,27,21,
2487,1995,16,27,17,25,18,19,,20,17,
2488,1995,21,19,19,23,27,26,,,26,
2489,1995,21,19,19,23,27,26,,,22,
2490,1995,21,19,19,23,27,26,,24,19,
2491,1995,21,19,19,23,27,26,,27,21,
2492,1995,21,19,19,23,27,26,,20,17,
2493,1995,21,19,19,23,24,21,,,26,
2494,1995,21,19,19,23,24,21,,,22,
2495,1995,21,19,19,23,24,21,,24,19,
2496,1995,21,19,19,23,24,21,,27,21,
2497,1995,21,19,19,23,24,21,,20,17,
2498,1995,21,19,19,23,20,20,,,26,
2499,1995,21,19,19,23,20,20,,,22,
2500,1995,21,19,19,23,20,20,,24,19,
2501,1995,21,19,19,23,20,20,,27,21,
2502,1995,21,19,19,23,20,20,,20,17,
2503,1995,21,19,19,23,27,20,,,26,
2504,1995,21,19,19,23,27,20,,,22,
2505,1995,21,19,19,23,27,20,,24,19,
2506,1995,21,19,19,23,27,20,,27,21,
2507,1995,21,19,19,23,27,20,,20,17,
2508,1995,21,19,19,23,18,19,,,26,
2509,1995,21,19,19,23,18,19,,,22,
2510,1995,21,19,19,23,18,19,,24,19,
2511,1995,21,19,19,23,18,19,,27,21,
2512,1995,21,19,19,23,18,19,,20,17,
2513,1995,24,28,22,17,27,26,,,26,
2514,1995,24,28,22,17,27,26,,,22,
2515,1995,24,28,22,17,27,26,,24,19,
2516,1995,24,28,22,17,27,26,,27,21,
2517,1995,24,28,22,17,27,26,,20,17,
2518,1995,24,28,22,17,24,21,,,26,
2519,1995,24,28,22,17,24,21,,,22,
2520,1995,24,28,22,17,24,21,,24,19,
2521,1995,24,28,22,17,24,21,,27,21,
2522,1995,24,28,22,17,24,21,,20,17,
2523,1995,24,28,22,17,20,20,,,26,
2524,1995,24,28,22,17,20,20,,,22,
2525,1995,24,28,22,17,20,20,,24,19,
2526,1995,24,28,22,17,20,20,,27,21,
2527,1995,24,28,22,17,20,20,,20,17,
2528,1995,24,28,22,17,27,20,,,26,
2529,1995,24,28,22,17,27,20,,,22,
2530,1995,24,28,22,17,27,20,,24,19,
2531,1995,24,28,22,17,27,20,,27,21,
2532,1995,24,28,22,17,27,20,,20,17,
2533,1995,24,28,22,17,18,19,,,26,
2534,1995,24,28,22,17,18,19,,,22,
2535,1995,24,28,22,17,18,19,,24,19,
2536,1995,24,28,22,17,18,19,,27,21,
2537,1995,24,28,22,17,18,19,,20,17,
2538,1995,20,18,22,17,27,26,,,26,
2539,1995,20,18,22,17,27,26,,,22,
2540,1995,20,18,22,17,27,26,,24,19,
2541,1995,20,18,22,17,27,26,,27,21,
2542,1995,20,18,22,17,27,26,,20,17,
2543,1995,20,18,22,17,24,21,,,26,
2544,1995,20,18,22,17,24,21,,,22,
2545,1995,20,18,22,17,24,21,,24,19,
2546,1995,20,18,22,17,24,21,,27,21,
2547,1995,20,18,22,17,24,21,,20,17,
2548,1995,20,18,22,17,20,20,,,26,
2549,1995,20,18,22,17,20,20,,,22,
2550,1995,20,18,22,17,20,20,,24,19,
2551,1995,20,18,22,17,20,20,,27,21,
2552,1995,20,18,22,17,20,20,,20,17,
2553,1995,20,18,22,17,27,20,,,26,
2554,1995,20,18,22,17,27,20,,,22,
2555,1995,20,18,22,17,27,20,,24,19,
2556,1995,20,18,22,17,27,20,,27,21,
2557,1995,20,18,22,17,27,20,,20,17,
2558,1995,20,18,22,17,18,19,,,26,
2559,1995,20,18,22,17,18,19,,,22,
2560,1995,20,18,22,17,18,19,,24,19,
2561,1995,20,18,22,17,18,19,,27,21,
2562,1995,20,18,22,17,18,19,,20,17,
2563,1994,22,28,21,16,26,18,,22,20,
2564,1994,22,28,21,16,26,18,,16,22,
2565,1994,22,28,21,16,26,18,,,21,
2566,1994,22,28,21,16,26,18,,,15,
2567,1994,22,28,21,16,26,18,,,17,
2568,1994,22,28,21,16,26,18,,34,21,
2569,1994,22,28,21,16,26,19,,22,20,
2570,1994,22,28,21,16,26,19,,16,22,
2571,1994,22,28,21,16,26,19,,,21,
2572,1994,22,28,21,16,26,19,,,15,
2573,1994,22,28,21,16,26,19,,,17,
2574,1994,22,28,21,16,26,19,,34,21,
2575,1994,22,28,21,16,27,16,,22,20,
2576,1994,22,28,21,16,27,16,,16,22,
2577,1994,22,28,21,16,27,16,,,21,
2578,1994,22,28,21,16,27,16,,,15,
2579,1994,22,28,21,16,27,16,,,17,
2580,1994,22,28,21,16,27,16,,34,21,
2581,1994,22,28,21,16,23,11,,22,20,
2582,1994,22,28,21,16,23,11,,16,22,
2583,1994,22,28,21,16,23,11,,,21,
2584,1994,22,28,21,16,23,11,,,15,
2585,1994,22,28,21,16,23,11,,,17,
2586,1994,22,28,21,16,23,11,,34,21,
2587,1994,22,28,21,16,25,14,,22,20,
2588,1994,22,28,21,16,25,14,,16,22,
2589,1994,22,28,21,16,25,14,,,21,
2590,1994,22,28,21,16,25,14,,,15,
2591,1994,22,28,21,16,25,14,,,17,
2592,1994,22,28,21,16,25,14,,34,21,
2593,1994,22,28,21,16,30,18,,22,20,
2594,1994,22,28,21,16,30,18,,16,22,
2595,1994,22,28,21,16,30,18,,,21,
2596,1994,22,28,21,16,30,18,,,15,
2597,1994,22,28,21,16,30,18,,,17,
2598,1994,22,28,21,16,30,18,,34,21,
2599,1994,26,27,23,15,26,18,,22,20,
2600,1994,26,27,23,15,26,18,,16,22,
2601,1994,26,27,23,15,26,18,,,21,
2602,1994,26,27,23,15,26,18,,,15,
2603,1994,26,27,23,15,26,18,,,17,
2604,1994,26,27,23,15,26,18,,34,21,
2605,1994,26,27,23,15,26,19,,22,20,
2606,1994,26,27,23,15,26,19,,16,22,
2607,1994,26,27,23,15,26,19,,,21,
2608,1994,26,27,23,15,26,19,,,15,
2609,1994,26,27,23,15,26,19,,,17,
2610,1994,26,27,23,15,26,19,,34,21,
2611,1994,26,27,23,15,27,16,,22,20,
2612,1994,26,27,23,15,27,16,,16,22,
2613,1994,26,27,23,15,27,16,,,21,
2614,1994,26,27,23,15,27,16,,,15,
2615,1994,26,27,23,15,27,16,,,17,
2616,1994,26,27,23,15,27,16,,34,21,
2617,1994,26,27,23,15,23,11,,22,20,
2618,1994,26,27,23,15,23,11,,16,22,
2619,1994,26,27,23,15,23,11,,,21,
2620,1994,26,27,23,15,23,11,,,15,
2621,1994,26,27,23,15,23,11,,,17,
2622,1994,26,27,23,15,23,11,,34,21,
2623,1994,26,27,23,15,25,14,,22,20,
2624,1994,26,27,23,15,25,14,,16,22,
2625,1994,26,27,23,15,25,14,,,21,
2626,1994,26,27,23,15,25,14,,,15,
2627,1994,26,27,23,15,25,14,,,17,
2628,1994,26,27,23,15,25,14,,34,21,
2629,1994,26,27,23,15,30,18,,22,20,
2630,1994,26,27,23,15,30,18,,16,22,
2631,1994,26,27,23,15,30,18,,,21,
2632,1994,26,27,23,15,30,18,,,15,
2633,1994,26,27,23,15,30,18,,,17,
2634,1994,26,27,23,15,30,18,,34,21,
2635,1994,32,25,22,11,26,18,,22,20,
2636,1994,32,25,22,11,26,18,,16,22,
2637,1994,32,25,22,11,26,18,,,21,
2638,1994,32,25,22,11,26,18,,,15,
2639,1994,32,25,22,11,26,18,,,17,
2640,1994,32,25,22,11,26,18,,34,21,
2641,1994,32,25,22,11,26,19,,22,20,
2642,1994,32,25,22,11,26,19,,16,22,
2643,1994,32,25,22,11,26,19,,,21,
2644,1994,32,25,22,11,26,19,,,15,
2645,1994,32,25,22,11,26,19,,,17,
2646,1994,32,25,22,11,26,19,,34,21,
2647,1994,32,25,22,11,27,16,,22,20,
2648,1994,32,25,22,11,27,16,,16,22,
2649,1994,32,25,22,11,27,16,,,21,
2650,1994,32,25,22,11,27,16,,,15,
2651,1994,32,25,22,11,27,16,,,17,
2652,1994,32,25,22,11,27,16,,34,21,
2653,1994,32,25,22,11,23,11,,22,20,
2654,1994,32,25,22,11,23,11,,16,22,
2655,1994,32,25,22,11,23,11,,,21,
2656,1994,32,25,22,11,23,11,,,15,
2657,1994,32,25,22,11,23,11,,,17,
2658,1994,32,25,22,11,23,11,,34,21,
2659,1994,32,25,22,11,25,14,,22,20,
2660,1994,32,25,22,11,25,14,,16,22,
2661,1994,32,25,22,11,25,14,,,21,
2662,1994,32,25,22,11,25,14,,,15,
2663,1994,32,25,22,11,25,14,,,17,
2664,1994,32,25,22,11,25,14,,34,21,
2665,1994,32,25,22,11,30,18,,22,20,
2666,1994,32,25,22,11,30,18,,16,22,
2667,1994,32,25,22,11,30,18,,,21,
2668,1994,32,25,22,11,30,18,,,15,
2669,1994,32,25,22,11,30,18,,,17,
2670,1994,32,25,22,11,30,18,,34,21,
2671,1994,16,26,15,9,26,18,,22,20,
2672,1994,16,26,15,9,26,18,,16,22,
2673,1994,16,26,15,9,26,18,,,21,
2674,1994,16,26,15,9,26,18,,,15,
2675,1994,16,26,15,9,26,18,,,17,
2676,1994,16,26,15,9,26,18,,34,21,
2677,1994,16,26,15,9,26,19,,22,20,
2678,1994,16,26,15,9,26,19,,16,22,
2679,1994,16,26,15,9,26,19,,,21,
2680,1994,16,26,15,9,26,19,,,15,
2681,1994,16,26,15,9,26,19,,,17,
2682,1994,16,26,15,9,26,19,,34,21,
2683,1994,16,26,15,9,27,16,,22,20,
2684,1994,16,26,15,9,27,16,,16,22,
2685,1994,16,26,15,9,27,16,,,21,
2686,1994,16,26,15,9,27,16,,,15,
2687,1994,16,26,15,9,27,16,,,17,
2688,1994,16,26,15,9,27,16,,34,21,
2689,1994,16,26,15,9,23,11,,22,20,
2690,1994,16,26,15,9,23,11,,16,22,
2691,1994,16,26,15,9,23,11,,,21,
2692,1994,16,26,15,9,23,11,,,15,
2693,1994,16,26,15,9,23,11,,,17,
2694,1994,16,26,15,9,23,11,,34,21,
2695,1994,16,26,15,9,25,14,,22,20,
2696,1994,16,26,15,9,25,14,,16,22,
2697,1994,16,26,15,9,25,14,,,21,
2698,1994,16,26,15,9,25,14,,,15,
2699,1994,16,26,15,9,25,14,,,17,
2700,1994,16,26,15,9,25,14,,34,21,
2701,1994,16,26,15,9,30,18,,22,20,
2702,1994,16,26,15,9,30,18,,16,22,
2703,1994,16,26,15,9,30,18,,,21,
2704,1994,16,26,15,9,30,18,,,15,
2705,1994,16,26,15,9,30,18,,,17,
2706,1994,16,26,15,9,30,18,,34,21,
2707,1994,20,27,18,12,26,18,,22,20,
2708,1994,20,27,18,12,26,18,,16,22,
2709,1994,20,27,18,12,26,18,,,21,
2710,1994,20,27,18,12,26,18,,,15,
2711,1994,20,27,18,12,26,18,,,17,
2712,1994,20,27,18,12,26,18,,34,21,
2713,1994,20,27,18,12,26,19,,22,20,
2714,1994,20,27,18,12,26,19,,16,22,
2715,1994,20,27,18,12,26,19,,,21,
2716,1994,20,27,18,12,26,19,,,15,
2717,1994,20,27,18,12,26,19,,,17,
2718,1994,20,27,18,12,26,19,,34,21,
2719,1994,20,27,18,12,27,16,,22,20,
2720,1994,20,27,18,12,27,16,,16,22,
2721,1994,20,27,18,12,27,16,,,21,
2722,1994,20,27,18,12,27,16,,,15,
2723,1994,20,27,18,12,27,16,,,17,
2724,1994,20,27,18,12,27,16,,34,21,
2725,1994,20,27,18,12,23,11,,22,20,
2726,1994,20,27,18,12,23,11,,16,22,
2727,1994,20,27,18,12,23,11,,,21,
2728,1994,20,27,18,12,23,11,,,15,
2729,1994,20,27,18,12,23,11,,,17,
2730,1994,20,27,18,12,23,11,,34,21,
2731,1994,20,27,18,12,25,14,,22,20,
2732,1994,20,27,18,12,25,14,,16,22,
2733,1994,20,27,18,12,25,14,,,21,
2734,1994,20,27,18,12,25,14,,,15,
2735,1994,20,27,18,12,25,14,,,17,
2736,1994,20,27,18,12,25,14,,34,21,
2737,1994,20,27,18,12,30,18,,22,20,
2738,1994,20,27,18,12,30,18,,16,22,
2739,1994,20,27,18,12,30,18,,,21,
2740,1994,20,27,18,12,30,18,,,15,
2741,1994,20,27,18,12,30,18,,,17,
2742,1994,20,27,18,12,30,18,,34,21,
2743,1994,26,31,25,10,26,18,,22,20,
2744,1994,26,31,25,10,26,18,,16,22,
2745,1994,26,31,25,10,26,18,,,21,
2746,1994,26,31,25,10,26,18,,,15,
2747,1994,26,31,25,10,26,18,,,17,
2748,1994,26,31,25,10,26,18,,34,21,
2749,1994,26,31,25,10,26,19,,22,20,
2750,1994,26,31,25,10,26,19,,16,22,
2751,1994,26,31,25,10,26,19,,,21,
2752,1994,26,31,25,10,26,19,,,15,
2753,1994,26,31,25,10,26,19,,,17,
2754,1994,26,31,25,10,26,19,,34,21,
2755,1994,26,31,25,10,27,16,,22,20,
2756,1994,26,31,25,10,27,16,,16,22,
2757,1994,26,31,25,10,27,16,,,21,
2758,1994,26,31,25,10,27,16,,,15,
2759,1994,26,31,25,10,27,16,,,17,
2760,1994,26,31,25,10,27,16,,34,21,
2761,1994,26,31,25,10,23,11,,22,20,
2762,1994,26,31,25,10,23,11,,16,22,
2763,1994,26,31,25,10,23,11,,,21,
2764,1994,26,31,25,10,23,11,,,15,
2765,1994,26,31,25,10,23,11,,,17,
2766,1994,26,31,25,10,23,11,,34,21,
2767,1994,26,31,25,10,25,14,,22,20,
2768,1994,26,31,25,10,25,14,,16,22,
2769,1994,26,31,25,10,25,14,,,21,
2770,1994,26,31,25,10,25,14,,,15,
2771,1994,26,31,25,10,25,14,,,17,
2772,1994,26,31,25,10,25,14,,34,21,
2773,1994,26,31,25,10,30,18,,22,20,
2774,1994,26,31,25,10,30,18,,16,22,
2775,1994,26,31,25,10,30,18,,,21,
2776,1994,26,31,25,10,30,18,,,15,
2777,1994,26,31,25,10,30,18,,,17,
2778,1994,26,31,25,10,30,18,,34,21,
2779,1993,30,33,28,22,32,11,,,20,
2780,1993,30,33,28,22,32,11,,45,25,
2781,1993,30,33,28,22,32,11,,22,24,
2782,1993,30,33,28,22,32,25,,,20,
2783,1993,30,33,28,22,32,25,,45,25,
2784,1993,30,33,28,22,32,25,,22,24,
2785,1993,30,33,28,22,26,21,,,20,
2786,1993,30,33,28,22,26,21,,45,25,
2787,1993,30,33,28,22,26,21,,22,24,
2788,1993,17,30,20,20,32,11,,,20,
2789,1993,17,30,20,20,32,11,,45,25,
2790,1993,17,30,20,20,32,11,,22,24,
2791,1993,17,30,20,20,32,25,,,20,
2792,1993,17,30,20,20,32,25,,45,25,
2793,1993,17,30,20,20,32,25,,22,24,
2794,1993,17,30,20,20,26,21,,,20,
2795,1993,17,30,20,20,26,21,,45,25,
2796,1993,17,30,20,20,26,21,,22,24,
2797,1992,20,15,30,32,17,31,,21,23,
2798,1992,20,15,30,32,17,31,37,27,28,
2799,1992,20,15,30,32,17,31,,,23,
2800,1992,20,15,30,32,31,34,,21,23,
2801,1992,20,15,30,32,31,34,37,27,28,
2802,1992,20,15,30,32,31,34,,,23,
2803,1992,20,15,30,32,17,31,,21,23,
2804,1992,20,15,30,32,17,31,37,27,28,
2805,1992,20,15,30,32,17,31,,,23,
2806,1992,26,33,37,31,17,31,,21,23,
2807,1992,26,33,37,31,17,31,37,27,28,
2808,1992,26,33,37,31,17,31,,,23,
2809,1992,26,33,37,31,31,34,,21,23,
2810,1992,26,33,37,31,31,34,37,27,28,
2811,1992,26,33,37,31,31,34,,,23,
2812,1992,26,33,37,31,17,31,,21,23,
2813,1992,26,33,37,31,17,31,37,27,28,
2814,1992,26,33,37,31,17,31,,,23,
2815,1992,13,19,31,30,17,31,,21,23,
2816,1992,13,19,31,30,17,31,37,27,28,
2817,1992,13,19,31,30,17,31,,,23,
2818,1992,13,19,31,30,31,34,,21,23,
2819,1992,13,19,31,30,31,34,37,27,28,
2820,1992,13,19,31,30,31,34,,,23,
2821,1992,13,19,31,30,17,31,,21,23,
2822,1992,13,19,31,30,17,31,37,27,28,
2823,1992,13,19,31,30,17,31,,,23,
2824,1991,25,33,42,39,31,41,,29,36,
2825,1991,25,33,42,39,31,41,,30,49,
2826,1991,25,33,42,39,31,41,,35,46,
2827,1991,25,33,42,39,40,56,,29,36,
2828,1991,25,33,42,39,40,56,,30,49,
2829,1991,25,33,42,39,40,56,,35,46,
2830,1991,25,33,42,39,41,52,,29,36,
2831,1991,25,33,42,39,41,52,,30,49,
2832,1991,25,33,42,39,41,52,,35,46,
2833,1991,46,39,57,56,31,41,,29,36,
2834,1991,46,39,57,56,31,41,,30,49,
2835,1991,46,39,57,56,31,41,,35,46,
2836,1991,46,39,57,56,40,56,,29,36,
2837,1991,46,39,57,56,40,56,,30,49,
2838,1991,46,39,57,56,40,56,,35,46,
2839,1991,46,39,57,56,41,52,,29,36,
2840,1991,46,39,57,56,41,52,,30,49,
2841,1991,46,39,57,56,41,52,,35,46,
2842,1991,39,41,54,50,31,41,,29,36,
2843,1991,39,41,54,50,31,41,,30,49,
2844,1991,39,41,54,50,31,41,,35,46,
2845,1991,39,41,54,50,40,56,,29,36,
2846,1991,39,41,54,50,40,56,,30,49,
2847,1991,39,41,54,50,40,56,,35,46,
2848,1991,39,41,54,50,41,52,,29,36,
2849,1991,39,41,54,50,41,52,,30,49,
2850,1991,39,41,54,50,41,52,,35,46,
2851,1990,27,26,31,33,26,32,39,22,27,
2852,1990,27,26,31,33,26,32,,26,25,
2853,1990,27,26,31,33,26,32,,39,43,
2854,1990,27,26,31,33,26,32,,35,38,
2855,1990,27,26,31,33,21,31,39,22,27,
2856,1990,27,26,31,33,21,31,,26,25,
2857,1990,27,26,31,33,21,31,,39,43,
2858,1990,27,26,31,33,21,31,,35,38,
2859,1990,27,26,31,33,37,48,39,22,27,
2860,1990,27,26,31,33,37,48,,26,25,
2861,1990,27,26,31,33,37,48,,39,43,
2862,1990,27,26,31,33,37,48,,35,38,
2863,1990,27,26,31,33,32,46,39,22,27,
2864,1990,27,26,31,33,32,46,,26,25,
2865,1990,27,26,31,33,32,46,,39,43,
2866,1990,27,26,31,33,32,46,,35,38,
2867,1990,34,39,49,45,26,32,39,22,27,
2868,1990,34,39,49,45,26,32,,26,25,
2869,1990,34,39,49,45,26,32,,39,43,
2870,1990,34,39,49,45,26,32,,35,38,
2871,1990,34,39,49,45,21,31,39,22,27,
2872,1990,34,39,49,45,21,31,,26,25,
2873,1990,34,39,49,45,21,31,,39,43,
2874,1990,34,39,49,45,21,31,,35,38,
2875,1990,34,39,49,45,37,48,39,22,27,
2876,1990,34,39,49,45,37,48,,26,25,
2877,1990,34,39,49,45,37,48,,39,43,
2878,1990,34,39,49,45,37,48,,35,38,
2879,1990,34,39,49,45,32,46,39,22,27,
2880,1990,34,39,49,45,32,46,,26,25,
2881,1990,34,39,49,45,32,46,,39,43,
2882,1990,34,39,49,45,32,46,,35,38,
2883,1990,28,34,50,39,26,32,39,22,27,
2884,1990,28,34,50,39,26,32,,26,25,
2885,1990,28,34,50,39,26,32,,39,43,
2886,1990,28,34,50,39,26,32,,35,38,
2887,1990,28,34,50,39,21,31,39,22,27,
2888,1990,28,34,50,39,21,31,,26,25,
2889,1990,28,34,50,39,21,31,,39,43,
2890,1990,28,34,50,39,21,31,,35,38,
2891,1990,28,34,50,39,37,48,39,22,27,
2892,1990,28,34,50,39,37,48,,26,25,
2893,1990,28,34,50,39,37,48,,39,43,
2894,1990,28,34,50,39,37,48,,35,38,
2895,1990,28,34,50,39,32,46,39,22,27,
2896,1990,28,34,50,39,32,46,,26,25,
2897,1990,28,34,50,39,32,46,,39,43,
2898,1990,28,34,50,39,32,46,,35,38,
2899,1989,27,27,38,55,27,45,,26,36,
2900,1989,27,27,38,55,27,45,,33,46,
2901,1989,27,27,38,55,37,54,,26,36,
2902,1989,27,27,38,55,37,54,,33,46,
2903,1989,33,38,56,54,27,45,,26,36,
2904,1989,33,38,56,54,27,45,,33,46,
2905,1989,33,38,56,54,37,54,,26,36,
2906,1989,33,38,56,54,37,54,,33,46,
2907,1988,24,40,65,52,36,58,,33,45,
2908,1988,24,40,65,52,36,58,,25,43,
2909,1988,24,40,65,52,36,58,,29,41,
2910,1988,24,40,65,52,35,51,,33,45,
